,index,start_datetime,end_datetime,origin,duration
4781,6126,1812668973.258,1812669228.27,Magadan1-KinoSat_110508,255.01200008392334
4782,6127,1812668973.258,1812669228.27,Norilsk-KinoSat_110508,255.01200008392334
4783,6128,1812668973.258,1812669228.27,Anadyr2-KinoSat_110508,255.01200008392334
4784,6129,1812668973.258,1812669228.27,Magadan2-KinoSat_110508,255.01200008392334
4790,6140,1812669228.27,1812669263.22,Murmansk2-KinoSat_110508,34.950000047683716
4789,6139,1812669228.27,1812669263.22,Murmansk1-KinoSat_110508,34.950000047683716
4788,6138,1812669228.27,1812669263.22,Magadan2-KinoSat_110508,34.950000047683716
4786,6136,1812669228.27,1812669263.22,Norilsk-KinoSat_110508,34.950000047683716
4785,6135,1812669228.27,1812669263.22,Magadan1-KinoSat_110508,34.950000047683716
4787,6137,1812669228.27,1812669263.22,Anadyr2-KinoSat_110508,34.950000047683716
4791,6146,1812669263.22,1812669279.011,Norilsk-KinoSat_110508,15.79099988937378
4792,6147,1812669263.22,1812669279.011,Anadyr2-KinoSat_110508,15.79099988937378
4793,6148,1812669263.22,1812669279.011,Murmansk1-KinoSat_110508,15.79099988937378
4794,6149,1812669263.22,1812669279.011,Murmansk2-KinoSat_110508,15.79099988937378
4797,6152,1812669279.011,1812669462.004,Murmansk2-KinoSat_110508,182.99300003051758
4795,6150,1812669279.011,1812669462.004,Norilsk-KinoSat_110508,182.99300003051758
4796,6151,1812669279.011,1812669462.004,Murmansk1-KinoSat_110508,182.99300003051758
4800,6155,1812669462.004,1812669625.348,Murmansk1-KinoSat_110508,163.34400010108948
4801,6156,1812669462.004,1812669625.348,Murmansk2-KinoSat_110508,163.34400010108948
4798,6153,1812669462.004,1812669625.348,Norilsk-KinoSat_110508,163.34400010108948
4799,6154,1812669462.004,1812669625.348,Moscow-KinoSat_110508,163.34400010108948
4802,6157,1812669625.348,1812669964.003,Moscow-KinoSat_110508,338.65499997138977
4803,6158,1812669625.348,1812669964.003,Murmansk1-KinoSat_110508,338.65499997138977
4804,6159,1812669625.348,1812669964.003,Murmansk2-KinoSat_110508,338.65499997138977
4805,6162,1812669964.003,1812669974.369,Moscow-KinoSat_110508,10.365999937057495
4806,6164,1812674269.052,1812674463.915,Magadan1-KinoSat_110508,194.86299991607666
4807,6165,1812674269.052,1812674463.915,Magadan2-KinoSat_110508,194.86299991607666
4808,6166,1812674463.915,1812674486.549,Magadan1-KinoSat_110508,22.634000062942505
4809,6167,1812674463.915,1812674486.549,Magadan2-KinoSat_110508,22.634000062942505
4810,6168,1812674463.915,1812674486.549,Irkutsk-KinoSat_110508,22.634000062942505
4814,6172,1812674486.549,1812674511.525,Irkutsk-KinoSat_110508,24.9760000705719
4813,6171,1812674486.549,1812674511.525,Russia-KinoSat_110508,24.9760000705719
4812,6170,1812674486.549,1812674511.525,Magadan2-KinoSat_110508,24.9760000705719
4811,6169,1812674486.549,1812674511.525,Magadan1-KinoSat_110508,24.9760000705719
4815,6173,1812674511.525,1812674579.0,Magadan1-KinoSat_110508,67.47499990463257
4816,6174,1812674511.525,1812674579.0,Anadyr2-KinoSat_110508,67.47499990463257
4817,6175,1812674511.525,1812674579.0,Magadan2-KinoSat_110508,67.47499990463257
4818,6176,1812674511.525,1812674579.0,Russia-KinoSat_110508,67.47499990463257
4819,6177,1812674511.525,1812674579.0,Irkutsk-KinoSat_110508,67.47499990463257
4820,6178,1812674579.0,1812674607.436,Magadan1-KinoSat_110508,28.436000108718872
4821,6179,1812674579.0,1812674607.436,Anadyr2-KinoSat_110508,28.436000108718872
4822,6180,1812674579.0,1812674607.436,Magadan2-KinoSat_110508,28.436000108718872
4823,6181,1812674579.0,1812674607.436,Irkutsk-KinoSat_110508,28.436000108718872
4828,6186,1812674607.436,1812674627.91,Irkutsk-KinoSat_110508,20.473999977111816
4827,6185,1812674607.436,1812674627.91,Russia-KinoSat_110508,20.473999977111816
4825,6183,1812674607.436,1812674627.91,Anadyr2-KinoSat_110508,20.473999977111816
4824,6182,1812674607.436,1812674627.91,Magadan1-KinoSat_110508,20.473999977111816
4826,6184,1812674607.436,1812674627.91,Magadan2-KinoSat_110508,20.473999977111816
4829,6187,1812674627.91,1812674821.103,Magadan1-KinoSat_110508,193.19299983978271
4830,6188,1812674627.91,1812674821.103,Norilsk-KinoSat_110508,193.19299983978271
4831,6189,1812674627.91,1812674821.103,Anadyr2-KinoSat_110508,193.19299983978271
4832,6190,1812674627.91,1812674821.103,Magadan2-KinoSat_110508,193.19299983978271
4833,6191,1812674627.91,1812674821.103,Russia-KinoSat_110508,193.19299983978271
4834,6192,1812674627.91,1812674821.103,Irkutsk-KinoSat_110508,193.19299983978271
4839,6197,1812674821.103,1812674904.417,Magadan2-KinoSat_110508,83.3140001296997
4841,6199,1812674821.103,1812674904.417,Irkutsk-KinoSat_110508,83.3140001296997
4840,6198,1812674821.103,1812674904.417,Russia-KinoSat_110508,83.3140001296997
4837,6195,1812674821.103,1812674904.417,Novosib-KinoSat_110508,83.3140001296997
4836,6194,1812674821.103,1812674904.417,Norilsk-KinoSat_110508,83.3140001296997
4835,6193,1812674821.103,1812674904.417,Magadan1-KinoSat_110508,83.3140001296997
4838,6196,1812674821.103,1812674904.417,Anadyr2-KinoSat_110508,83.3140001296997
4847,6205,1812674904.417,1812674954.918,Irkutsk-KinoSat_110508,50.50099992752075
4842,6200,1812674904.417,1812674954.918,Magadan1-KinoSat_110508,50.50099992752075
4843,6201,1812674904.417,1812674954.918,Norilsk-KinoSat_110508,50.50099992752075
4844,6202,1812674904.417,1812674954.918,Novosib-KinoSat_110508,50.50099992752075
4845,6203,1812674904.417,1812674954.918,Anadyr2-KinoSat_110508,50.50099992752075
4846,6204,1812674904.417,1812674954.918,Magadan2-KinoSat_110508,50.50099992752075
4854,6219,1812674954.918,1812674959.295,Murmansk1-KinoSat_110508,4.377000093460083
4850,6215,1812674954.918,1812674959.295,Novosib-KinoSat_110508,4.377000093460083
4855,6220,1812674954.918,1812674959.295,Irkutsk-KinoSat_110508,4.377000093460083
4853,6218,1812674954.918,1812674959.295,Murmansk2-KinoSat_110508,4.377000093460083
4848,6213,1812674954.918,1812674959.295,Magadan1-KinoSat_110508,4.377000093460083
4851,6216,1812674954.918,1812674959.295,Anadyr2-KinoSat_110508,4.377000093460083
4849,6214,1812674954.918,1812674959.295,Norilsk-KinoSat_110508,4.377000093460083
4852,6217,1812674954.918,1812674959.295,Magadan2-KinoSat_110508,4.377000093460083
4862,6227,1812674959.295,1812674962.149,Murmansk1-KinoSat_110508,2.8539998531341553
4860,6225,1812674959.295,1812674962.149,Magadan2-KinoSat_110508,2.8539998531341553
4859,6224,1812674959.295,1812674962.149,Anadyr2-KinoSat_110508,2.8539998531341553
4861,6226,1812674959.295,1812674962.149,Murmansk2-KinoSat_110508,2.8539998531341553
4857,6222,1812674959.295,1812674962.149,Norilsk-KinoSat_110508,2.8539998531341553
4856,6221,1812674959.295,1812674962.149,Magadan1-KinoSat_110508,2.8539998531341553
4858,6223,1812674959.295,1812674962.149,Novosib-KinoSat_110508,2.8539998531341553
4869,6234,1812674962.149,1812674970.461,Murmansk1-KinoSat_110508,8.312000036239624
4863,6228,1812674962.149,1812674970.461,Magadan1-KinoSat_110508,8.312000036239624
4864,6229,1812674962.149,1812674970.461,Norilsk-KinoSat_110508,8.312000036239624
4865,6230,1812674962.149,1812674970.461,Novosib-KinoSat_110508,8.312000036239624
4866,6231,1812674962.149,1812674970.461,Anadyr2-KinoSat_110508,8.312000036239624
4867,6232,1812674962.149,1812674970.461,Magadan2-KinoSat_110508,8.312000036239624
4868,6233,1812674962.149,1812674970.461,Murmansk2-KinoSat_110508,8.312000036239624
4870,6235,1812674962.149,1812674970.461,Russia-KinoSat_110508,8.312000036239624
4876,6241,1812674970.461,1812674986.611,Murmansk2-KinoSat_110508,16.15000009536743
4877,6242,1812674970.461,1812674986.611,Murmansk1-KinoSat_110508,16.15000009536743
4875,6240,1812674970.461,1812674986.611,Magadan2-KinoSat_110508,16.15000009536743
4871,6236,1812674970.461,1812674986.611,Magadan1-KinoSat_110508,16.15000009536743
4873,6238,1812674970.461,1812674986.611,Novosib-KinoSat_110508,16.15000009536743
4874,6239,1812674970.461,1812674986.611,Anadyr2-KinoSat_110508,16.15000009536743
4872,6237,1812674970.461,1812674986.611,Norilsk-KinoSat_110508,16.15000009536743
4878,6243,1812674986.611,1812674997.085,Magadan1-KinoSat_110508,10.473999977111816
4879,6244,1812674986.611,1812674997.085,Norilsk-KinoSat_110508,10.473999977111816
4880,6245,1812674986.611,1812674997.085,Anadyr2-KinoSat_110508,10.473999977111816
4881,6246,1812674986.611,1812674997.085,Magadan2-KinoSat_110508,10.473999977111816
4882,6247,1812674986.611,1812674997.085,Murmansk2-KinoSat_110508,10.473999977111816
4883,6248,1812674986.611,1812674997.085,Murmansk1-KinoSat_110508,10.473999977111816
4888,6253,1812674997.085,1812675014.093,Murmansk1-KinoSat_110508,17.007999897003174
4886,6251,1812674997.085,1812675014.093,Magadan2-KinoSat_110508,17.007999897003174
4887,6252,1812674997.085,1812675014.093,Murmansk2-KinoSat_110508,17.007999897003174
4884,6249,1812674997.085,1812675014.093,Magadan1-KinoSat_110508,17.007999897003174
4885,6250,1812674997.085,1812675014.093,Norilsk-KinoSat_110508,17.007999897003174
4889,6258,1812675014.093,1812675328.377,Norilsk-KinoSat_110508,314.28400015830994
4890,6259,1812675014.093,1812675328.377,Murmansk2-KinoSat_110508,314.28400015830994
4891,6260,1812675014.093,1812675328.377,Murmansk1-KinoSat_110508,314.28400015830994
4892,6261,1812675328.377,1812675617.457,Murmansk2-KinoSat_110508,289.07999992370605
4893,6262,1812675328.377,1812675617.457,Murmansk1-KinoSat_110508,289.07999992370605
4894,6264,1812680017.992,1812680234.465,Irkutsk-KinoSat_110508,216.47299981117249
4895,6265,1812680234.465,1812680238.069,Novosib-KinoSat_110508,3.6040000915527344
4896,6266,1812680234.465,1812680238.069,Irkutsk-KinoSat_110508,3.6040000915527344
4900,6273,1812680238.069,1812680304.458,Irkutsk-KinoSat_110508,66.38899993896484
4899,6272,1812680238.069,1812680304.458,Magadan2-KinoSat_110508,66.38899993896484
4898,6271,1812680238.069,1812680304.458,Novosib-KinoSat_110508,66.38899993896484
4897,6270,1812680238.069,1812680304.458,Magadan1-KinoSat_110508,66.38899993896484
4901,6274,1812680304.458,1812680317.656,Magadan1-KinoSat_110508,13.197999954223633
4902,6275,1812680304.458,1812680317.656,Norilsk-KinoSat_110508,13.197999954223633
4903,6276,1812680304.458,1812680317.656,Novosib-KinoSat_110508,13.197999954223633
4904,6277,1812680304.458,1812680317.656,Magadan2-KinoSat_110508,13.197999954223633
4905,6278,1812680304.458,1812680317.656,Irkutsk-KinoSat_110508,13.197999954223633
4910,6283,1812680317.656,1812680640.184,Russia-KinoSat_110508,322.52800011634827
4909,6282,1812680317.656,1812680640.184,Magadan2-KinoSat_110508,322.52800011634827
4911,6284,1812680317.656,1812680640.184,Irkutsk-KinoSat_110508,322.52800011634827
4907,6280,1812680317.656,1812680640.184,Norilsk-KinoSat_110508,322.52800011634827
4906,6279,1812680317.656,1812680640.184,Magadan1-KinoSat_110508,322.52800011634827
4908,6281,1812680317.656,1812680640.184,Novosib-KinoSat_110508,322.52800011634827
4912,6292,1812680640.184,1812680704.96,Magadan1-KinoSat_110508,64.77600002288818
4913,6293,1812680640.184,1812680704.96,Norilsk-KinoSat_110508,64.77600002288818
4914,6294,1812680640.184,1812680704.96,Novosib-KinoSat_110508,64.77600002288818
4915,6295,1812680640.184,1812680704.96,Magadan2-KinoSat_110508,64.77600002288818
4916,6296,1812680640.184,1812680704.96,Murmansk1-KinoSat_110508,64.77600002288818
4917,6297,1812680640.184,1812680704.96,Murmansk2-KinoSat_110508,64.77600002288818
4918,6298,1812680640.184,1812680704.96,Russia-KinoSat_110508,64.77600002288818
4919,6299,1812680640.184,1812680704.96,Irkutsk-KinoSat_110508,64.77600002288818
4923,6310,1812680704.96,1812680763.101,Murmansk2-KinoSat_110508,58.14100003242493
4924,6311,1812680704.96,1812680763.101,Russia-KinoSat_110508,58.14100003242493
4925,6312,1812680704.96,1812680763.101,Irkutsk-KinoSat_110508,58.14100003242493
4922,6309,1812680704.96,1812680763.101,Murmansk1-KinoSat_110508,58.14100003242493
4920,6307,1812680704.96,1812680763.101,Norilsk-KinoSat_110508,58.14100003242493
4921,6308,1812680704.96,1812680763.101,Novosib-KinoSat_110508,58.14100003242493
4926,6318,1812680763.629,1812680836.366,Norilsk-KinoSat_110508,72.73699998855591
4927,6319,1812680763.629,1812680836.366,Novosib-KinoSat_110508,72.73699998855591
4928,6320,1812680763.629,1812680836.366,Murmansk1-KinoSat_110508,72.73699998855591
4929,6321,1812680763.629,1812680836.366,Murmansk2-KinoSat_110508,72.73699998855591
4930,6322,1812680836.366,1812681065.201,Norilsk-KinoSat_110508,228.83500003814697
4931,6323,1812680836.366,1812681065.201,Murmansk1-KinoSat_110508,228.83500003814697
4932,6324,1812680836.366,1812681065.201,Murmansk2-KinoSat_110508,228.83500003814697
4933,6325,1812681065.201,1812681267.204,Murmansk1-KinoSat_110508,202.00300002098083
4934,6326,1812681065.201,1812681267.204,Murmansk2-KinoSat_110508,202.00300002098083
4935,6328,1812685775.205,1812685849.528,Irkutsk-KinoSat_110508,74.32300019264221
4937,6330,1812685849.528,1812686047.05,Irkutsk-KinoSat_110508,197.52199983596802
4936,6329,1812685849.528,1812686047.05,Novosib-KinoSat_110508,197.52199983596802
4938,6331,1812686047.05,1812686134.96,Norilsk-KinoSat_110508,87.91000008583069
4939,6332,1812686047.05,1812686134.96,Novosib-KinoSat_110508,87.91000008583069
4940,6333,1812686047.05,1812686134.96,Irkutsk-KinoSat_110508,87.91000008583069
4941,6334,1812686134.96,1812686288.471,Norilsk-KinoSat_110508,153.510999917984
4942,6335,1812686134.96,1812686288.471,Novosib-KinoSat_110508,153.510999917984
4943,6336,1812686134.96,1812686288.471,Russia-KinoSat_110508,153.510999917984
4944,6337,1812686134.96,1812686288.471,Irkutsk-KinoSat_110508,153.510999917984
4950,6348,1812686288.471,1812686380.055,Irkutsk-KinoSat_110508,91.58400011062622
4949,6347,1812686288.471,1812686380.055,Russia-KinoSat_110508,91.58400011062622
4948,6346,1812686288.471,1812686380.055,Murmansk2-KinoSat_110508,91.58400011062622
4947,6345,1812686288.471,1812686380.055,Murmansk1-KinoSat_110508,91.58400011062622
4945,6343,1812686288.471,1812686380.055,Norilsk-KinoSat_110508,91.58400011062622
4946,6344,1812686288.471,1812686380.055,Novosib-KinoSat_110508,91.58400011062622
4951,6349,1812686380.055,1812686503.591,Norilsk-KinoSat_110508,123.53600001335144
4952,6350,1812686380.055,1812686503.591,Novosib-KinoSat_110508,123.53600001335144
4953,6351,1812686380.055,1812686503.591,Moscow-KinoSat_110508,123.53600001335144
4954,6352,1812686380.055,1812686503.591,Murmansk1-KinoSat_110508,123.53600001335144
4955,6353,1812686380.055,1812686503.591,Murmansk2-KinoSat_110508,123.53600001335144
4956,6354,1812686380.055,1812686503.591,Russia-KinoSat_110508,123.53600001335144
4957,6355,1812686380.055,1812686503.591,Irkutsk-KinoSat_110508,123.53600001335144
4963,6361,1812686503.591,1812686510.189,Irkutsk-KinoSat_110508,6.597999811172485
4962,6360,1812686503.591,1812686510.189,Murmansk2-KinoSat_110508,6.597999811172485
4961,6359,1812686503.591,1812686510.189,Murmansk1-KinoSat_110508,6.597999811172485
4959,6357,1812686503.591,1812686510.189,Novosib-KinoSat_110508,6.597999811172485
4958,6356,1812686503.591,1812686510.189,Norilsk-KinoSat_110508,6.597999811172485
4960,6358,1812686503.591,1812686510.189,Moscow-KinoSat_110508,6.597999811172485
4964,6362,1812686510.189,1812686614.583,Norilsk-KinoSat_110508,104.39400005340576
4965,6363,1812686510.189,1812686614.583,Novosib-KinoSat_110508,104.39400005340576
4966,6364,1812686510.189,1812686614.583,Moscow-KinoSat_110508,104.39400005340576
4967,6365,1812686510.189,1812686614.583,Murmansk1-KinoSat_110508,104.39400005340576
4968,6366,1812686510.189,1812686614.583,Murmansk2-KinoSat_110508,104.39400005340576
4972,6370,1812686614.583,1812686621.508,Murmansk2-KinoSat_110508,6.924999952316284
4971,6369,1812686614.583,1812686621.508,Murmansk1-KinoSat_110508,6.924999952316284
4969,6367,1812686614.583,1812686621.508,Norilsk-KinoSat_110508,6.924999952316284
4970,6368,1812686614.583,1812686621.508,Moscow-KinoSat_110508,6.924999952316284
4973,6371,1812686621.508,1812686820.291,Norilsk-KinoSat_110508,198.7829999923706
4974,6372,1812686621.508,1812686820.291,Murmansk1-KinoSat_110508,198.7829999923706
4975,6373,1812686621.508,1812686820.291,Murmansk2-KinoSat_110508,198.7829999923706
4976,6374,1812686820.291,1812686955.6,Murmansk1-KinoSat_110508,135.3090000152588
4977,6375,1812686820.291,1812686955.6,Murmansk2-KinoSat_110508,135.3090000152588
4978,6377,1812691643.352,1812691824.721,Novosib-KinoSat_110508,181.36899995803833
4979,6378,1812691824.721,1812691848.718,Novosib-KinoSat_110508,23.996999979019165
4980,6379,1812691824.721,1812691848.718,Moscow-KinoSat_110508,23.996999979019165
4981,6380,1812691848.718,1812691887.656,Novosib-KinoSat_110508,38.937999963760376
4982,6381,1812691848.718,1812691887.656,Moscow-KinoSat_110508,38.937999963760376
4983,6382,1812691848.718,1812691887.656,Irkutsk-KinoSat_110508,38.937999963760376
4987,6386,1812691887.656,1812691944.206,Irkutsk-KinoSat_110508,56.55000019073486
4986,6385,1812691887.656,1812691944.206,Moscow-KinoSat_110508,56.55000019073486
4984,6383,1812691887.656,1812691944.206,Norilsk-KinoSat_110508,56.55000019073486
4985,6384,1812691887.656,1812691944.206,Novosib-KinoSat_110508,56.55000019073486
4988,6392,1812691944.206,1812692007.977,Norilsk-KinoSat_110508,63.770999908447266
4989,6393,1812691944.206,1812692007.977,Novosib-KinoSat_110508,63.770999908447266
4990,6394,1812691944.206,1812692007.977,Moscow-KinoSat_110508,63.770999908447266
4991,6395,1812691944.206,1812692007.977,Murmansk2-KinoSat_110508,63.770999908447266
4992,6396,1812691944.206,1812692007.977,Murmansk1-KinoSat_110508,63.770999908447266
4993,6397,1812691944.206,1812692007.977,Irkutsk-KinoSat_110508,63.770999908447266
4999,6403,1812692007.977,1812692100.043,Russia-KinoSat_110508,92.06599998474121
5000,6404,1812692007.977,1812692100.043,Irkutsk-KinoSat_110508,92.06599998474121
4998,6402,1812692007.977,1812692100.043,Murmansk1-KinoSat_110508,92.06599998474121
4994,6398,1812692007.977,1812692100.043,Norilsk-KinoSat_110508,92.06599998474121
4996,6400,1812692007.977,1812692100.043,Moscow-KinoSat_110508,92.06599998474121
4995,6399,1812692007.977,1812692100.043,Novosib-KinoSat_110508,92.06599998474121
4997,6401,1812692007.977,1812692100.043,Murmansk2-KinoSat_110508,92.06599998474121
5001,6405,1812692100.043,1812692249.684,Norilsk-KinoSat_110508,149.64100003242493
5002,6406,1812692100.043,1812692249.684,Novosib-KinoSat_110508,149.64100003242493
5003,6407,1812692100.043,1812692249.684,Moscow-KinoSat_110508,149.64100003242493
5004,6408,1812692100.043,1812692249.684,Murmansk2-KinoSat_110508,149.64100003242493
5005,6409,1812692100.043,1812692249.684,Murmansk1-KinoSat_110508,149.64100003242493
5006,6410,1812692100.043,1812692249.684,Russia-KinoSat_110508,149.64100003242493
5011,6415,1812692249.684,1812692354.664,Murmansk1-KinoSat_110508,104.98000001907349
5010,6414,1812692249.684,1812692354.664,Murmansk2-KinoSat_110508,104.98000001907349
5007,6411,1812692249.684,1812692354.664,Norilsk-KinoSat_110508,104.98000001907349
5008,6412,1812692249.684,1812692354.664,Novosib-KinoSat_110508,104.98000001907349
5009,6413,1812692249.684,1812692354.664,Moscow-KinoSat_110508,104.98000001907349
5015,6419,1812692354.664,1812692451.898,Murmansk1-KinoSat_110508,97.23399996757507
5012,6416,1812692354.664,1812692451.898,Norilsk-KinoSat_110508,97.23399996757507
5013,6417,1812692354.664,1812692451.898,Moscow-KinoSat_110508,97.23399996757507
5014,6418,1812692354.664,1812692451.898,Murmansk2-KinoSat_110508,97.23399996757507
5018,6422,1812692451.898,1812692579.984,Murmansk1-KinoSat_110508,128.08599996566772
5016,6420,1812692451.898,1812692579.984,Norilsk-KinoSat_110508,128.08599996566772
5017,6421,1812692451.898,1812692579.984,Murmansk2-KinoSat_110508,128.08599996566772
5019,6423,1812692579.984,1812692684.465,Murmansk2-KinoSat_110508,104.48099994659424
5020,6424,1812692579.984,1812692684.465,Murmansk1-KinoSat_110508,104.48099994659424
5021,6426,1812697456.649,1812697615.694,Moscow-KinoSat_110508,159.04500007629395
5022,6427,1812697615.694,1812697658.65,Moscow-KinoSat_110508,42.956000089645386
5023,6428,1812697615.694,1812697658.65,Russia-KinoSat_110508,42.956000089645386
5026,6434,1812697658.65,1812697782.661,Murmansk2-KinoSat_110508,124.01099991798401
5024,6432,1812697658.65,1812697782.661,Moscow-KinoSat_110508,124.01099991798401
5025,6433,1812697658.65,1812697782.661,Murmansk1-KinoSat_110508,124.01099991798401
5027,6435,1812697658.65,1812697782.661,Russia-KinoSat_110508,124.01099991798401
5032,6440,1812697782.661,1812697860.704,Russia-KinoSat_110508,78.04299998283386
5031,6439,1812697782.661,1812697860.704,Murmansk2-KinoSat_110508,78.04299998283386
5029,6437,1812697782.661,1812697860.704,Moscow-KinoSat_110508,78.04299998283386
5028,6436,1812697782.661,1812697860.704,Novosib-KinoSat_110508,78.04299998283386
5030,6438,1812697782.661,1812697860.704,Murmansk1-KinoSat_110508,78.04299998283386
5037,6445,1812697860.704,1812697908.382,Murmansk2-KinoSat_110508,47.67799997329712
5036,6444,1812697860.704,1812697908.382,Murmansk1-KinoSat_110508,47.67799997329712
5038,6446,1812697860.704,1812697908.382,Russia-KinoSat_110508,47.67799997329712
5034,6442,1812697860.704,1812697908.382,Novosib-KinoSat_110508,47.67799997329712
5033,6441,1812697860.704,1812697908.382,Norilsk-KinoSat_110508,47.67799997329712
5035,6443,1812697860.704,1812697908.382,Moscow-KinoSat_110508,47.67799997329712
5043,6451,1812697908.382,1812698074.558,Russia-KinoSat_110508,166.17600011825562
5042,6450,1812697908.382,1812698074.558,Murmansk2-KinoSat_110508,166.17600011825562
5039,6447,1812697908.382,1812698074.558,Norilsk-KinoSat_110508,166.17600011825562
5040,6448,1812697908.382,1812698074.558,Moscow-KinoSat_110508,166.17600011825562
5041,6449,1812697908.382,1812698074.558,Murmansk1-KinoSat_110508,166.17600011825562
5044,6452,1812698074.558,1812698226.882,Norilsk-KinoSat_110508,152.32399988174438
5045,6453,1812698074.558,1812698226.882,Moscow-KinoSat_110508,152.32399988174438
5046,6454,1812698074.558,1812698226.882,Murmansk1-KinoSat_110508,152.32399988174438
5047,6455,1812698074.558,1812698226.882,Murmansk2-KinoSat_110508,152.32399988174438
5049,6457,1812698226.882,1812698323.88,Murmansk1-KinoSat_110508,96.9980001449585
5050,6458,1812698226.882,1812698323.88,Murmansk2-KinoSat_110508,96.9980001449585
5048,6456,1812698226.882,1812698323.88,Norilsk-KinoSat_110508,96.9980001449585
5051,6459,1812698323.88,1812698435.871,Murmansk1-KinoSat_110508,111.9909999370575
5052,6460,1812698323.88,1812698435.871,Murmansk2-KinoSat_110508,111.9909999370575
5053,6462,1812703270.74,1812703468.346,Moscow-KinoSat_110508,197.60599994659424
5054,6465,1812703468.346,1812703961.28,Moscow-KinoSat_110508,492.9340000152588
5055,6466,1812703468.346,1812703961.28,Murmansk2-KinoSat_110508,492.9340000152588
5056,6467,1812703468.346,1812703961.28,Murmansk1-KinoSat_110508,492.9340000152588
5057,6468,1812703961.28,1812704193.89,Murmansk2-KinoSat_110508,232.6100001335144
5058,6469,1812703961.28,1812704193.89,Murmansk1-KinoSat_110508,232.6100001335144
5059,6471,1812704333.309,1812704833.309,Anadyr2-KinoSat_110508,500.0
5060,6471,1812704833.309,1812704855.831,Anadyr2-KinoSat_110508,22.522000074386597
5063,6474,1812709408.235,1812709908.235,Murmansk2-KinoSat_110508,500.0
5061,6473,1812709408.235,1812709908.235,Murmansk1-KinoSat_110508,500.0
5062,6473,1812709908.235,1812709939.203,Murmansk1-KinoSat_110508,30.968000173568726
5064,6474,1812709908.235,1812709939.203,Murmansk2-KinoSat_110508,30.968000173568726
5065,6476,1812710057.958,1812710288.624,Anadyr2-KinoSat_110508,230.66600012779236
5066,6479,1812710288.624,1812710669.187,Magadan1-KinoSat_110508,380.5629999637604
5067,6480,1812710288.624,1812710669.187,Magadan2-KinoSat_110508,380.5629999637604
5068,6481,1812710288.624,1812710669.187,Anadyr2-KinoSat_110508,380.5629999637604
5069,6484,1812710669.187,1812710798.778,Anadyr2-KinoSat_110508,129.59100008010864
5070,6485,1812715811.303,1812715956.357,Anadyr2-KinoSat_110508,145.05400013923645
5071,6488,1812715956.357,1812716456.357,Magadan1-KinoSat_110508,500.0
5073,6489,1812715956.357,1812716456.357,Magadan2-KinoSat_110508,500.0
5075,6490,1812715956.357,1812716456.357,Anadyr2-KinoSat_110508,500.0
5072,6488,1812716456.357,1812716582.724,Magadan1-KinoSat_110508,126.36699986457825
5074,6489,1812716456.357,1812716582.724,Magadan2-KinoSat_110508,126.36699986457825
5076,6490,1812716456.357,1812716582.724,Anadyr2-KinoSat_110508,126.36699986457825
5078,6492,1812716582.724,1812716683.463,Magadan2-KinoSat_110508,100.73900008201599
5077,6491,1812716582.724,1812716683.463,Magadan1-KinoSat_110508,100.73900008201599
5079,6494,1812721563.626,1812721703.322,Anadyr2-KinoSat_110508,139.69600009918213
5080,6497,1812721703.322,1812721706.966,Magadan1-KinoSat_110508,3.6440000534057617
5081,6498,1812721703.322,1812721706.966,Magadan2-KinoSat_110508,3.6440000534057617
5082,6499,1812721703.322,1812721706.966,Anadyr2-KinoSat_110508,3.6440000534057617
5083,6500,1812721706.966,1812722060.043,Magadan1-KinoSat_110508,353.0769999027252
5084,6501,1812721706.966,1812722060.043,Norilsk-KinoSat_110508,353.0769999027252
5085,6502,1812721706.966,1812722060.043,Magadan2-KinoSat_110508,353.0769999027252
5086,6503,1812721706.966,1812722060.043,Anadyr2-KinoSat_110508,353.0769999027252
5091,6508,1812722060.043,1812722066.9,Irkutsk-KinoSat_110508,6.857000112533569
5089,6506,1812722060.043,1812722066.9,Magadan2-KinoSat_110508,6.857000112533569
5090,6507,1812722060.043,1812722066.9,Anadyr2-KinoSat_110508,6.857000112533569
5087,6504,1812722060.043,1812722066.9,Magadan1-KinoSat_110508,6.857000112533569
5088,6505,1812722060.043,1812722066.9,Norilsk-KinoSat_110508,6.857000112533569
5092,6509,1812722066.9,1812722254.73,Magadan1-KinoSat_110508,187.82999992370605
5093,6510,1812722066.9,1812722254.73,Magadan2-KinoSat_110508,187.82999992370605
5094,6511,1812722066.9,1812722254.73,Anadyr2-KinoSat_110508,187.82999992370605
5095,6512,1812722066.9,1812722254.73,Irkutsk-KinoSat_110508,187.82999992370605
5096,6513,1812722254.73,1812722387.219,Magadan1-KinoSat_110508,132.489000082016
5097,6514,1812722254.73,1812722387.219,Magadan2-KinoSat_110508,132.489000082016
5098,6515,1812722254.73,1812722387.219,Irkutsk-KinoSat_110508,132.489000082016
5099,6516,1812722387.219,1812722470.71,Magadan1-KinoSat_110508,83.4909999370575
5100,6517,1812722387.219,1812722470.71,Magadan2-KinoSat_110508,83.4909999370575
5101,6519,1812727291.958,1812727436.483,Anadyr2-KinoSat_110508,144.52500009536743
5103,6521,1812727436.483,1812727467.629,Anadyr2-KinoSat_110508,31.145999908447266
5102,6520,1812727436.483,1812727467.629,Norilsk-KinoSat_110508,31.145999908447266
5104,6525,1812727467.629,1812727678.143,Magadan1-KinoSat_110508,210.51399993896484
